No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
343,iNews,Lintas iNews MNCTV,2025,July,"3,149,874","3,107,462","155,647","4,887",00:03:00,29,461,"29,446,693",8,"1,776,522","698,648","1,077,874","786,425","291,449","6,553","1,666","18,468",463,"4,506","5,417","6,222,470",0,4,"444,034","5,768,883","10,488,882","1,089,364","9,628","906,508","2,002",50,509,"70,887",3,"42,479","3,236",,0,,,5,"54,823",0,0,0,0,11,702,,,,,,,,,"520,835","4,887","1,925,293","  4,827,490 ",  284 ,71.10%,28.90%,,1.70%,9.60%,32.50%,25.40%,16.50%,9.90%,4.60%
344,iNews,Lintas iNews MNCTV,2025,August,"3,416,249","3,376,719","197,118","7,271",00:03:30,26,356,"37,037,888",6,"2,064,223","914,238","1,149,985","877,401","272,584","8,758","1,487","18,902",772,"5,194","7,874","9,304,531",0,1,"649,894","8,646,240","15,720,754","1,640,570","9,582","1,298,909","2,755",28,387,"28,996",1,"50,069","4,614",21,57,713,"2,232",1,"3,827",0,0,0,0,12,714,,,,,,,,,"528,749","7,271","2,396,789","  8,304,670 ",  489 ,68.80%,31.10%,0.10%,1.50%,9.30%,31.40%,23.10%,16.60%,11.70%,6.40%
345,iNews,Lintas iNews MNCTV,2025,September,"2,513,253","2,479,619","139,417","4,463",00:03:22,23,311,"25,674,666",7,"1,510,933","637,680","873,253","653,380","219,873","5,861","1,398","13,209",548,"4,606","4,747","7,255,014",0,1,"408,209","6,839,548","12,435,549","1,219,221","10,200","933,433","2,926",6,122,"177,242",1,"33,345","2,807",36,13,61,73,5,"7,765",1,0,0,0,20,643,,,,,,,,,"532,480","4,463","1,545,208","  5,781,360 ",  340 ,64.70%,35.30%,0.10%,1.80%,9.10%,32.20%,23.30%,16.70%,11.40%,5.50%
346,iNews,Lintas iNews MNCTV,2025,October,"2,968,778","2,933,752","144,280","4,652",00:02:57,23,384,"31,113,911",7,"1,882,966","807,445","1,075,521","834,613","240,908","6,132","1,480","14,202",547,"5,186","6,618","6,581,837",0,0,"378,561","6,197,708","11,268,737","1,203,133","9,366","962,868","2,243",12,207,0,0,"38,781","2,675",126,71,"1,168","2,250",5,"5,947",0,0,0,0,15,665,,,,,,,,,"537,132","4,652","1,592,040","  5,454,110 ",  321 ,68.30%,31.60%,0.10%,1.70%,8.60%,33.30%,23.80%,16.30%,10.70%,5.70%
347,iNews,Lintas iNews MNCTV,2025,November,"2,862,428","2,804,570","135,461","5,237",00:02:53,24,358,"31,699,177",7,"1,891,783","795,878","1,096,943","888,005","208,938","6,588","1,351","15,155",674,"6,652","8,275","8,246,962",0,0,"321,136","7,918,283","14,405,046","1,610,154","8,946","1,312,496","2,941",17,160,0,0,"38,317","2,226",29,24,137,597,10,"9,863",0,0,0,1,14,635,,,,,,,,,"542,368","5,236","1,762,645","  7,234,350 ",  426 ,70.60%,29.30%,0.10%,1.60%,7.70%,30.40%,22.20%,17.00%,13.30%,7.80%
348,iNews,Lintas iNews MNCTV,2025,December,"2,332,351","2,289,640","92,940","3,272",00:02:26,26,259,"26,788,476",6,"1,554,255","684,235","869,816","704,678","165,138","4,526","1,254","11,247",576,"3,802","5,616","7,035,776",0,0,"212,990","6,816,614","12,393,846","1,392,900","8,898","1,168,096","3,073",12,143,0,0,"29,238","1,553",16,14,0,0,12,"6,116",0,0,0,0,13,620,,,,,,,,,"545,639","3,270","1,370,673","  5,654,540 ",  333 ,68.10%,31.90%,0%,2.00%,8.20%,31.30%,22.20%,16.70%,12.20%,7.40%
349,iNews,Lintas iNews MNCTV,2026,January,"2,096,295","2,051,330","102,485","2,252",00:02:59,30,163,"23,342,187",7,"1,445,809","718,239","727,367","613,753","113,614","3,488","1,236","10,078",496,"3,444","8,449","4,950,554",0,0,"279,919","4,599,686","8,367,153","1,041,036","8,037","845,101","2,382",14,119,0,0,"31,028","2,204",1,0,0,0,1,"5,948",0,0,0,1,11,647,,,,,,,,,"547,893","2,252","1,141,580","  4,172,092 ",,73.80%,26.10%,0%,1.80%,7.10%,32.30%,26.40%,17.20%,10.20%,5.00%
350,iNews,Lintas iNews MNCTV,2026,February,"3,970,407","3,914,637","188,602","5,645",00:02:53,16,184,"33,379,165",9,"2,807,483","1,350,847","1,452,535","1,282,752","169,783","7,025","1,380","23,999",898,"4,813","11,729","13,188,045",0,0,"526,043","12,645,853","22,973,968","2,690,265","8,540","2,211,571","3,368",3,89,0,0,"68,424","3,799",17,76,"6,597","31,787",6,"7,536",0,0,0,1,15,693,,,,,,,,,"553,538","5,645","2,612,588","  10,219,397 ",,76.70%,23.20%,0%,1.40%,6.20%,29.80%,24.50%,17.70%,13.40%,7.00%
351,iNews,Lintas iNews MNCTV,2026,March,"6,777,931","6,702,877","651,071","8,199",00:05:49,2,162,"49,670,232",11,"4,332,311","2,511,701","1,603,333","1,402,447","200,886","10,183","1,984","26,958","1,558","7,743","3,799","44,375,619",0,0,"1,726,799","42,632,652","77,387,820","8,023,965","9,645","4,730,382","6,787",3,60,0,0,"111,390","15,185",259,772,"408,613","538,442",4,"5,961",0,0,0,0,7,495,,,,,,,,,"561,737","8,199","5,415,519","  42,809,195 ",,72.10%,27.80%,0.10%,1.90%,9.00%,34.50%,23.60%,16.50%,10.10%,4.50%
352,iNews,Lintas iNews MNCTV,2026,April,"2,692,359","2,617,019","188,077","2,187",00:04:18,3,117,"23,573,469",8,"1,733,265","683,297","961,674","832,563","129,111","3,878","1,691","12,259",804,"2,938","5,215","8,003,926",0,0,"374,211","7,614,102","13,758,767","1,583,862","8,687","1,170,108","3,155",2,76,0,0,"31,310","3,070",370,"1,170","3,506","2,788",4,"5,116",0,0,0,0,7,645,,,,,,,,,"563,924","2,187","1,563,577","  6,895,995 ",,73.90%,26.10%,0.00%,1.90%,7.80%,32.00%,22.60%,17.20%,12.30%,6.30%
353,iNews,Lintas iNews MNCTV,2026,May,"2,656,817","2,552,305","135,953","2,840",00:03:11,7,301,"23,616,593",8,"1,791,967","754,452","948,377","824,642","123,735","4,322","1,482","12,932",709,"3,053","5,864","8,386,512","6,907",1,"340,401","8,016,788","14,537,837","1,514,571","9,599","1,173,306","3,308",0,59,0,0,"37,260","2,725",191,258,474,"1,763",20,"6,327",0,0,0,0,11,684,,,,,,,,,"566,764","2,840","1,517,484","  7,011,525 ",,72.70%,27.30%,0.00%,1.80%,7.60%,31.60%,22.60%,16.60%,12.80%,6.90%
354,iNews,Lintas iNews MNCTV,2026,June,"3,726,224","3,599,741","158,504","4,425",00:02:38,16,415,"36,502,769",8,"2,516,086","1,118,111","1,276,231","1,100,770","175,461","6,047","1,622","19,645","1,639","5,428","16,091","11,403,567",0,0,"338,850","11,034,420","20,052,816","2,152,107","9,318","1,791,937","3,184",3,121,0,0,"48,773","2,670",94,402,704,444,6,"16,043",0,0,0,0,11,682,,,,,,,,,"571,189","4,425","2,659,300","  9,971,033 ",,67.90%,32.00%,0.10%,1.70%,7.00%,30.30%,23.10%,17.20%,13.50%,7.00%
355,iNews,Lintas iNews MNCTV,2026,July,"2,691,708","2,604,021","125,686","2,442",00:02:53,18,515,"33,914,735",6,"1,817,471","638,887","1,009,768","851,544","158,224","3,808","1,366","11,124",884,"3,138","7,449","8,401,579",0,0,"255,195","8,125,428","14,712,422","1,558,710","9,439","1,303,628","3,233",6,99,0,0,"37,891","2,059",44,345,562,248,3,"6,734",0,0,0,4,13,777,,,,,,,,,"573,631","2,442","1,572,462","  6,574,293 ",,72.20%,27.70%,0.10%,1.40%,7.20%,30.90%,22.10%,16.30%,13.90%,
356,iNews,Lintas iNews MNCTV,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,iNews,Lintas iNews MNCTV,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,iNews,Lintas iNews MNCTV,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,iNews,Lintas iNews MNCTV,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,iNews,Lintas iNews MNCTV,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,iNews,Official iNews,2024,January,"83,535,867","83,535,867","4,730,541","137,516",00:03:23,14,"4,259","798,029,729",7,"22,843,327","5,429,699","17,413,628","17,413,628",0,"162,824","25,308","895,430","44,223","172,282","340,016","226,482,568","88,856",7,"9,143,314","214,592,418","391,502,534","42,113,243","9,296","35,090,416","2,711",0,0,0,0,"1,074,632","99,597",909,"11,209","249,219","90,259",59,"199,840",1,0,0,0,932,"55,047",0,0,0,0,0,0,,,"7,448,852","137,516","49,077,744","  168,861,000 ","  9,933 ",,,,,,,,,,
362,iNews,Official iNews,2024,February,"115,898,870","115,898,870","8,418,749","205,199",00:04:21,14,"4,462","1,089,631,593",7,"24,482,309","6,147,144","18,354,861","18,354,861",0,"237,474","32,275","1,012,986","54,442","286,899","529,051","607,711,754","102,972",4,"19,710,609","585,536,636","1,076,605,065","85,253,352","12,628","68,324,069","5,243",0,0,0,0,"1,741,574","178,158","1,025","34,194","654,640","240,314",125,"831,888",0,0,0,0,755,"43,858",0,0,0,0,0,0,,,"7,654,051","205,199","79,015,601","  505,189,000 ","  29,717 ",,,,,,,,,,
363,iNews,Official iNews,2024,March,"71,815,680","71,815,680","6,433,657","130,882",00:05:22,19,"3,440","720,926,621",7,"19,134,646","3,864,389","15,270,257","15,270,257",0,"156,368","25,486","534,420","39,507","145,941","270,932","355,117,911","13,969",1,"13,513,995","340,112,053","619,496,709","60,636,392","10,217","47,126,052","4,945",0,0,0,0,"960,487","133,041",916,"12,943","104,995","51,944",89,"351,684",0,0,0,0,"1,475","55,510",0,0,0,0,0,0,,,"7,784,933","130,882","43,229,785","  247,452,000 ","  14,556 ",,,,,,,,,,
364,iNews,Official iNews,2024,April,"59,730,964","59,730,964","4,315,383","90,140",00:04:20,20,"3,413","639,457,158",6,"18,672,887","3,866,461","14,806,426","14,806,426",0,"109,948","19,808","446,674","34,620","105,085","184,819","227,741,932","41,486",3,"12,027,364","213,962,431","394,891,800","39,292,199","10,050","31,733,761","3,813",0,0,0,0,"947,361","104,440",862,"4,916","263,971","103,424",99,"533,167",0,0,0,0,821,"35,613",0,0,0,0,0,0,,,"7,875,073","90,140","42,710,626","  192,967,000 ","  11,351 ",,,,,,,,,,
365,iNews,Official iNews,2024,May,"63,291,608","63,291,608","4,583,794","96,516",00:04:20,26,"3,766","609,857,673",7,"20,572,397","4,667,409","15,904,988","15,904,988",0,"118,352","21,836","499,344","32,373","109,162","189,588","193,967,453","736,971",12,"11,761,044","179,542,046","326,890,414","31,374,099","10,419","25,082,103","3,065",0,0,0,0,"867,692","106,494",905,"8,726","45,378","31,874",99,"672,563",0,0,0,0,697,"32,980",0,0,0,0,0,0,,,"7,971,589","96,516","45,021,996","  156,842,000 ","  9,226 ",,,,,,,,,,
366,iNews,Official iNews,2024,June,"93,785,736","93,785,736","8,567,542","154,542",00:05:28,27,"4,186","748,756,152",7,"19,723,331","3,988,282","15,735,049","15,735,049",0,"182,823","28,281","831,019","55,760","107,455","458,060","358,232,831","192,502",14,"14,589,337","339,217,964","619,963,767","58,622,688","10,575","46,237,350","3,820",0,0,0,0,"1,041,528","133,487",902,"12,450","97,869","108,010",90,"575,131",0,0,5,5,"109,905","1,725,855",0,0,0,0,0,0,,,"8,126,131","154,542","68,639,254","  292,162,000 ","  17,186 ",,,,,,,,,,
367,iNews,Official iNews,2024,July,"130,479,547","130,479,547","9,415,191","171,737",00:04:19,23,"4,668","904,307,208",8,"20,602,801","3,980,916","16,621,885","16,621,885",0,"205,872","34,135","1,468,496","97,025","133,768","599,711","408,191,712","345,683",25,"16,303,639","380,735,778","692,564,827","68,028,136","10,181","54,082,216","3,128",0,0,0,0,"1,423,265","159,056",967,"30,376","499,282","373,658",261,"3,371,064",1,0,14,848,"8,535","213,263",0,0,0,0,0,0,,,"8,297,868","171,737","100,819,553","  358,853,000 ","  21,109 ",,,,,,,,,,
368,iNews,Official iNews,2024,August,"118,520,580","118,520,580","8,919,162","147,899",00:04:30,19,"5,226","1,037,158,037",7,"21,988,771","4,738,574","17,250,197","17,250,197",0,"178,118","30,219","1,012,312","63,150","181,771","466,158","482,505,198","249,610",13,"23,010,040","454,288,936","827,172,316","80,961,381","10,217","63,917,607","4,071",0,0,0,0,"2,042,205","212,723","1,048","13,156","347,476","268,873",219,"1,901,971",2,0,31,"1,133","50,635","1,204,952",0,0,0,0,0,0,,,"8,445,767","147,899","87,060,544","  445,723,000 ","  26,219 ",,,,,,,,,,
369,iNews,Official iNews,2024,September,"98,842,611","98,842,611","8,058,670","141,708",00:04:53,20,"5,351","910,530,332",7,"21,751,799","4,710,487","17,041,312","17,041,312",0,"170,176","28,468","886,755","58,313","173,458","410,352","438,904,306","404,362",13,"26,513,013","407,363,545","742,100,568","71,469,059","10,384","55,440,666","4,440",43,"5,598","133,793",1,"1,877,934","229,465","1,070","13,305","427,142","216,557",191,"1,533,207",2,0,7,827,"42,903","1,149,558",0,0,0,0,0,0,,,"8,587,475","141,708","73,643,312","  409,666,000 ","  24,098 ",,,,,,,,,,
370,iNews,Official iNews,2024,October,"99,653,874","99,653,874","6,222,029","128,750",00:03:44,20,"6,538","908,651,374",7,"22,800,375","4,898,680","17,901,695","17,901,695",0,"157,344","28,594","815,817","60,508","174,833","272,254","363,872,816","422,876",27,"19,037,822","339,075,716","618,759,947","58,970,905","10,493","47,571,549","3,651","1,037","79,789","511,752",8,"1,534,416","149,652","1,143","13,328","380,571","266,587",149,"718,493",0,0,27,754,"7,483","289,700",0,0,0,0,0,0,,,"8,716,225","128,750","74,828,530","  327,998,000 ","  19,294 ",,,,,,,,,,
371,iNews,Official iNews,2024,November,"100,272,041","100,272,041","6,125,661","144,368",00:03:39,11,"5,555","961,636,844",8,"23,412,585","5,410,831","18,001,754","18,001,754",0,"174,164","29,796","803,995","46,123","177,337","333,981","356,593,102","504,997","1,060","19,234,464","328,534,107","609,494,381","60,341,083","10,101","48,949,549","3,556","24,031","2,285,038","92,835,780",824,"1,604,738","133,334","1,168","16,881","688,914","329,909",50,"195,356",2,0,32,671,"1,814","70,377",0,0,0,0,0,0,,,"8,860,593","144,368","73,798,346","  294,083,000 ","  17,299 ",,,,,,,,,,
372,iNews,Official iNews,2024,December,"90,050,207","90,050,207","6,879,721","125,245",00:04:35,23,"5,725","915,152,706",7,"22,050,753","4,739,814","17,310,939","17,310,939",0,"155,949","30,704","621,130","32,915","150,497","337,889","443,306,562","57,183",827,"21,888,044","415,977,927","759,461,308","72,607,852","10,460","58,269,925","4,923","19,559","1,354,872","76,371,031",623,"1,453,303","155,810","1,029","11,221","102,961","36,802",61,"1,453,552",12,0,15,873,"3,120","110,627",0,0,0,0,0,0,,,"8,985,838","125,245","67,827,544","  381,344,000 ","  22,432 ",,,,,,,,,,
373,iNews,Official iNews,2025,January,"77,639,098","77,639,098","5,394,462","94,978",00:04:10,23,"5,647","733,568,294",8,"20,359,210","4,113,644","16,245,566","16,245,566",0,"122,308","27,330","557,090","33,382","136,163","304,662","264,364,421","42,701",706,"18,662,831","241,559,017","440,586,242","43,656,710","10,092","36,251,550","3,405","16,641","871,386","50,182,290",546,"1,306,588","134,129","1,051","9,877","104,437","46,243",423,"2,026,131",0,0,23,865,"2,933","90,407",0,0,0,0,0,0,,,"9,080,816","94,978","55,746,693","  199,791,480 ","  11,752 ",,,,,,,,,,
374,iNews,Official iNews,2025,February,"85,678,879","85,678,879","5,884,373","100,476",00:04:07,18,"5,195","739,367,728",8,"21,328,080","4,560,970","16,767,110","16,767,110",0,"124,511","24,035","644,862","41,129","150,459","449,482","352,663,652","92,062","1,621","24,728,733","319,388,475","582,317,095","53,482,063","10,888","42,378,280","4,116","22,776","4,878,473","134,581,318","1,180","1,603,478","154,750","1,009","8,921","342,317","389,387",586,"5,510,002",0,0,16,922,"2,104","67,069",0,0,0,0,0,0,,,"9,181,292","100,476","62,925,448","  295,762,260 ","  17,398 ",,,,,,,,,,
375,iNews,Official iNews,2025,March,"76,701,023","76,544,723","5,726,706","97,289",00:04:29,17,"5,330","670,825,958",8,"20,321,638","4,680,139","15,644,559","9,300,932","6,343,627","131,607","34,318","548,953","31,143","131,034","268,757","420,096,865","99,549","3,484","19,281,386","375,245,871","682,265,803","62,461,168","10,923","48,419,065","5,488","25,028","1,750,033","319,979,298","2,704","1,359,402","145,239","1,113","10,479","237,141","295,337",163,"1,938,379",0,0,17,673,"1,973","60,602",0,0,0,0,0,0,,,"9,278,581","97,289","55,445,636","  325,160,190 ","  19,127 ",,,,,,,,,,
376,iNews,Official iNews,2025,April,"68,604,440","61,906,577","4,884,574","87,968",00:04:43,22,"4,356","548,116,085",7,"18,227,401","4,018,056","14,254,270","4,966,953","9,287,317","115,191","27,223","465,351","32,544","114,022","254,149","261,252,670","152,339","2,394","16,040,273","235,657,538","432,667,527","41,220,636","10,496","33,365,158","4,220","77,772","6,593,337","187,044,785","1,801","1,104,357","117,833","1,096","10,169","65,659","78,663",101,"4,072,086",0,0,10,797,"1,305","47,318",0,0,0,0,0,0,,,"9,366,549","87,968","50,234,381","  214,604,090 ","  12,624 ",,,,,,,,,,
377,iNews,Official iNews,2025,May,"119,642,241","108,462,740","9,957,460","155,663",00:05:30,25,"4,628","909,779,548",8,"20,431,763","4,189,114","16,242,649","5,409,788","10,832,861","190,242","34,579","973,435","68,771","177,043","592,550","476,492,054","100,546","6,997","29,826,138","420,730,293","766,405,561","77,476,101","9,892","60,192,059","4,393","211,619","16,407,126","547,744,051","5,250","1,888,598","226,610","1,133","14,816","139,642","88,328",143,"16,263,299",3,0,37,"2,125","19,037","715,450",0,0,0,0,0,0,,,"9,522,212","155,663","91,623,079","  415,934,750 ","  24,467 ",,,,,,,,,,
378,iNews,Official iNews,2025,June,"128,122,223","119,162,889","10,765,726","179,802",00:05:25,20,"3,084","941,169,803",9,"23,919,025","5,950,354","17,968,671","6,473,178","11,495,493","214,346","34,544","1,026,835","67,537","159,815","575,487","593,133,706","131,979","8,469","31,961,415","527,143,789","959,617,884","94,933,875","10,108","72,532,067","4,978","267,620","16,115,587","797,204,938","6,541","1,946,793","232,772","1,100","8,196","224,323","347,677",116,"6,141,614",2,0,196,"12,885","27,002","930,385",0,0,0,0,0,0,,,"9,702,014","179,802","97,649,642","  499,413,590 ","  29,377 ",,,,,,,,,,
379,iNews,Official iNews,2025,July,"99,437,729","90,034,896","8,514,884","105,936",00:05:40,21,"2,483","668,540,939",9,"18,668,522","3,306,720","15,361,802","4,990,655","10,371,147","137,296","31,360","842,559","58,737","136,987","433,080","449,345,660","34,528","6,585","28,704,750","393,152,976","718,710,032","65,300,702","11,006","47,549,668","4,991","229,619","16,179,538","597,640,998","5,178","1,648,380","213,186","1,263","7,211","132,475","110,328",100,"2,433,319",0,0,73,"3,001","6,609","214,270",0,0,0,0,0,0,,,"9,807,948","105,934","75,850,429","  389,267,360 ","  22,898 ",76.80%,23.10%,,1.10%,7.10%,28.40%,22.70%,18.20%,14.60%,8.00%
380,iNews,Official iNews,2025,August,"146,602,878","134,378,024","11,568,865","159,659",00:05:09,16,"2,130","996,020,311",9,"25,469,801","6,110,365","19,359,436","6,929,036","12,430,400","190,883","31,224","1,407,147","76,309","265,344","728,209","655,722,614","1,794,013","8,492","43,517,734","572,455,813","1,048,157,723","96,265,121","10,888","69,946,648","4,880","231,212","13,458,807","774,464,426","6,486","3,126,040","325,293","1,347","14,752","423,471","319,438",64,"836,569",0,0,32,"1,466","16,201","598,803",  246 ,  229 ,  246 ,  -   ,  17 ,  1 ,  14 ,,"10,011,536","159,659","116,345,223","  576,486,320 ","  33,911 ",75.40%,24.50%,0.20%,1.10%,7.30%,30.20%,23.80%,17.70%,13.00%,6.90%
381,iNews,Official iNews,2025,September,"124,960,787","114,787,859","13,452,300","146,029",00:07:01,24,"2,270","955,922,421",8,"22,206,842","4,417,522","17,789,320","6,398,999","11,390,321","179,548","33,519","1,235,914","66,925","269,360","497,180","843,613,441","16,674,694","19,491","66,381,889","696,897,679","1,269,490,055","109,853,031","11,556","66,531,200","7,349","405,730","20,143,927","1,479,394,748","12,749","3,215,713","497,702","1,102","9,583","518,225","338,935",51,"436,846",2,0,19,878,"19,960","620,858","  2,024 ","  1,521 ","  2,150 ",  126 ,  629 ,  19 ,  13 ,  33 ,"10,113,637","146,028","91,519,624","  734,767,370 ","  43,222 ",76.20%,23.70%,0.20%,1.00%,7.90%,31.40%,22.70%,17.10%,12.90%,7.10%
382,iNews,Official iNews,2025,October,"121,398,069","108,421,504","8,885,396","97,395",00:04:54,21,"2,725","758,205,681",9,"21,031,714","4,343,915","16,687,799","5,428,173","11,259,626","126,203","28,808","1,169,907","56,030","191,401","532,819","539,637,649","9,570,328","6,341","34,346,824","472,015,949","858,938,254","83,831,140","10,246","55,768,207","4,977","163,543","14,767,811","450,327,094","4,041","2,434,332","256,559","1,110","15,491","146,248","113,667",22,"340,178",4,0,21,772,"12,198","359,723",- 913 ,- 583 ,  534 ,"  1,447 ","  1,117 ",  10 ,  9 ,  45 ,"10,211,032","97,394","97,927,215","  446,170,270 ","  26,245 ",76.50%,23.40%,0.10%,1.10%,6.40%,29.50%,24.00%,18.20%,13.50%,7.40%
383,iNews,Official iNews,2025,November,"116,423,315","102,177,382","8,836,556","69,214",00:05:11,22,"2,572","691,816,169",9,"19,717,835","3,825,427","15,884,350","5,280,896","10,603,454","94,612","25,398","1,068,656","59,870","186,164","496,266","571,779,765","8,334,048","8,477","33,880,918","490,454,658","895,103,864","82,241,292","10,884","53,938,863","5,596","233,413","16,865,078","695,064,620","5,847","2,182,429","243,564","1,151","11,794","196,998","81,057",47,"1,455,616",0,0,22,"1,137","23,050","347,315",- 172 ,- 80 ,  479 ,  651 ,  559 ,  4 ,  5 ,  28 ,"10,280,246","69,213","85,527,857","  446,871,690 ","  26,287 ",76.90%,22.90%,0.10%,1.10%,5.90%,29.00%,23.80%,18.70%,14.10%,7.50%
384,iNews,Official iNews,2025,December,"114,659,902","96,493,714","8,635,959","53,922",00:05:21,17,"2,943","685,458,800",9,"20,140,791","4,215,939","15,929,133","5,481,831","10,447,302","77,934","24,012","873,276","56,926","168,762","385,460","532,752,679","9,285,370","7,548","29,919,736","465,520,987","849,823,028","82,769,891","10,267","54,309,490","5,528","187,500","11,478,021","615,687,997","5,161","1,917,324","225,543","1,378","14,984","150,782","105,412",41,"2,838,455",3,0,25,"1,510","3,955","129,010",  123 ,  141 ,  594 ,  471 ,  453 ,  4 ,  4 ,  21 ,"10,334,134","53,887","85,664,989","  428,770,770 ","  25,222 ",75.20%,24.70%,0.10%,1.10%,6.50%,29.30%,22.60%,18.00%,14.30%,8.10%
385,iNews,Official iNews,2026,January,"85,586,657","75,463,169","6,459,226","34,653",00:05:07,23,"2,870","550,634,404",8,"17,020,145","3,170,066","13,842,320","4,381,583","9,460,737","55,898","21,245","653,306","40,979","147,513","357,148","345,249,011","8,056,295","4,360","25,362,903","289,544,055","529,297,301","53,117,542","9,965","36,454,463","4,575","110,691","7,725,459","310,857,782","2,583","1,759,367","194,660","1,267","10,284","51,184","47,971",282,"3,569,614",0,0,15,"1,217","4,464","127,367",- 171 ,- 152 ,  333 ,  504 ,  485 ,  2 ,  5 ,  22 ,"10,368,812","34,643","63,323,315","  263,841,509 ",,75.20%,24.60%,0.10%,1.10%,5.70%,27.90%,23.20%,18.60%,14.80%,8.70%
386,iNews,Official iNews,2026,February,"82,289,285","73,484,999","6,545,930","33,661",00:05:20,13,"2,726","519,815,083",9,"18,554,330","3,691,959","14,805,719","4,847,976","9,957,743","55,233","21,572","578,726","38,617","136,082","313,931","401,029,997","7,015,711","3,799","29,180,365","342,849,203","624,699,739","62,350,920","10,019","40,832,630","5,458","85,703","7,073,541","252,369,148","2,299","1,762,672","197,353","1,230","7,835","266,772","979,877",241,"2,068,353",3,0,15,675,"2,869","80,765",- 152 ,- 136 ,  241 ,  393 ,  377 ,  1 ,  4 ,  19 ,"10,402,483","33,661","59,230,146","  299,727,682 ",,75.30%,24.60%,0.10%,1.20%,6.20%,29.30%,23.40%,18.10%,13.90%,7.90%
387,iNews,Official iNews,2026,March,"187,380,832","176,795,636","15,860,121","103,961",00:05:22,17,"3,201","1,191,278,651",10,"29,610,420","7,214,770","22,431,653","8,364,867","14,066,786","137,031","33,070","1,372,648","67,944","208,777","675,913","1,286,737,945","8,173,852","3,842","61,484,268","1,200,905,928","2,185,298,965","178,740,393","12,226","116,811,984","7,280","108,452","8,426,766","252,041,341","2,351","4,312,635","491,152","1,472","11,575","255,688","277,722",340,"1,096,428",25,1,30,"1,234","2,578","81,871",  166 ,  136 ,  492 ,  326 ,  356 ,  6 ,  1 ,  13 ,"10,506,431","103,961","156,893,433","  1,157,749,237 ",,76.90%,22.90%,0.20%,1.30%,6.10%,30.30%,26.10%,19.00%,11.50%,5.70%
388,iNews,Official iNews,2026,April,"137,266,967","123,843,240","12,586,570","53,973",00:06:05,19,"2,835","820,050,784",10,"21,659,486","4,261,187","17,365,705","6,682,409","10,683,296","83,581","29,608","921,645","56,797","141,311","484,466","680,104,389","8,659,773","5,749","46,678,341","602,623,075","1,096,129,153","104,123,648","10,527","72,639,468","5,591","157,319","9,932,712","450,518,997","3,731","2,620,232","348,638","1,472","10,668","154,558","92,307",222,"7,410,534",0,0,6,648,"2,281","79,436",  74 ,  86 ,  499 ,  425 ,  413 ,  5 ,  1 ,  21 ,"10,560,411","53,971","107,956,167","  579,690,741 ",,77.20%,22.70%,0.10%,1.30%,6.00%,29.50%,25.00%,19.00%,12.60%,6.60%
